timestamp_us,voltage
0,0.000125
3975,0.000125
7974,0.000250
11973,0.000125
15974,0.000125
19974,0.000125
23980,0.000250
27978,0.000250
31978,0.000250
35977,0.000375
39976,0.000250
43978,0.000250
47979,0.000250
51978,0.040000
55975,0.185000
59978,0.092000
63978,0.026875
67979,0.259125
71975,0.259125
75978,0.342000
79977,0.138500
84075,0.184750
88039,0.415375
91978,0.313375
95978,0.125375
99977,0.125375
103978,0.264875
107979,0.387375
111979,0.305750
115977,0.501625
119977,1.003875
123977,1.244875
127978,1.244875
131979,1.395000
135977,1.753875
139977,1.800125
143978,1.182125
147976,0.594625
151979,0.529625
155979,0.529625
159977,0.520750
163977,0.410000
167980,0.557000
171978,0.749750
175979,0.604250
179975,0.535125
183978,0.535125
187979,0.814875
191995,0.875875
195984,0.648125
199977,0.707125
203978,0.933000
207978,0.933000
211978,0.837750
215977,0.717250
219978,0.915500
223977,1.010625
227976,0.825750
231976,0.876250
235977,0.876250
239978,1.122875
243977,1.035250
247977,0.873875
251976,1.076625
255977,1.214500
259977,1.005500
263976,1.005500
267978,0.985750
271978,1.239000
275979,1.214125
279978,1.034750
283978,1.195750
287977,1.370250
291978,1.370250
295990,1.195500
299979,1.142625
303980,1.392375
307977,1.390000
311977,1.182750
315978,1.306625
319978,1.306625
323978,1.503500
327978,1.324375
331977,1.233875
335977,1.492125
339978,1.531750
343978,1.311375
347978,1.311375
351977,1.398000
355977,1.604250
359974,1.432875
363979,1.286875
367979,1.529500
371978,1.529500
375977,1.610500
379977,1.363250
383978,1.398875
387978,1.646625
391978,1.548875
395985,1.377875
399975,1.377875
403977,1.567750
407978,1.676625
411979,1.453250
415978,1.440875
419978,1.685000
423977,1.616000
427978,1.616000
431979,1.399375
435978,1.545625
439977,1.705125
443977,1.519875
447977,1.471625
451978,1.711375
455978,1.711375
459978,1.686000
463978,1.465125
467977,1.583375
471978,1.778125
475978,1.636500
479978,1.545000
483977,1.545000
487977,1.740750
491978,1.767250
495978,1.588375
499979,1.655875
503977,1.834625
507976,1.834625
511977,1.737500
515979,1.635875
519978,1.796750
523978,1.854750
527977,1.688625
531977,1.716000
535978,1.716000
539978,1.888250
543978,1.803625
547978,1.679125
551976,1.836125
555978,1.921000
559978,1.747000
563978,1.747000
567977,1.735375
571978,1.915125
575977,1.865500
579978,1.708875
583978,1.820625
587978,1.934125
591977,1.934125
595977,1.787500
599978,1.732500
603977,1.901125
607978,1.889875
611976,1.727750
615976,1.814500
619977,1.814500
623979,1.952500
627978,1.818000
631977,1.739625
635977,1.908375
639977,1.929125
643976,1.754125
647974,1.754125
651978,1.798000
655978,1.960125
659977,1.867000
663977,1.764000
667978,1.912750
671977,1.912750
675976,1.969500
679976,1.808500
683976,1.826375
687977,1.989250
691978,1.914750
695976,1.778500
699976,1.778500
703977,1.903500
707977,1.993000
711977,1.846750
715978,1.833750
719977,1.995875
723976,1.952875
727976,1.952875
731977,1.813125
735977,1.914375
739976,2.023750
743976,1.880375
747976,1.833750
751977,2.000750
755978,2.000750
759977,1.990000
763976,1.839125
768002,1.914375
772374,2.043875
776141,1.933750
780030,1.859125
783978,1.859125
787974,2.014250
791974,2.046125
795975,1.905500
799974,1.963250
803973,2.114625
807977,2.114625
811980,2.020250
816014,1.911500
822070,2.129000
823987,2.129000
827973,2.000500
831974,2.033000
835974,2.033000
839975,2.189625
843974,2.085500
847980,1.919750
851977,2.023000
855977,2.102250
859978,1.946000
863978,1.946000
867978,1.904500
871978,2.035750
875978,1.959500
879978,1.801125
883979,1.912000
887978,2.037750
891977,2.037750
895977,1.907625
900041,1.843875
903979,1.983500
907979,1.972000
911978,1.836375
915978,1.916625
919977,1.916625
923978,2.026000
927978,1.893375
931978,1.815875
935977,1.950625
939977,1.907250
943977,1.715625
947979,1.715625
951978,1.848625
955977,2.188000
959977,2.340750
963977,2.506500
967978,2.956000
971980,2.956000
975978,3.177750
979977,2.984125
983978,2.603250
987978,2.208500
991978,1.799625
995979,1.639250
1000013,1.639250
1003980,1.852500
1007977,1.954750
1011979,1.780125
1015976,1.755750
1019978,1.938500
1023978,1.931375
1027977,1.931375
1031976,1.800750
1035979,1.890375
1039977,1.993250
1043977,1.855500
1047977,1.803875
1051977,1.962000
1055978,1.962000
1059979,1.954750
1063977,1.811000
1067978,1.886875
1071978,2.013500
1075978,1.898375
1079978,1.826125
1083978,1.826125
1087977,1.980625
1091977,2.003000
1095976,1.851500
1099986,1.896875
1103979,2.033750
1107978,1.931750
1111977,1.931750
1115977,1.828125
1119978,1.972500
1123977,2.028875
1127977,1.868250
1131978,1.883125
1135977,1.883125
1139976,2.043000
1143979,1.973750
1147977,1.852000
1151977,1.980625
1155977,2.064625
1159977,1.916625
1163978,1.916625
1167978,1.896625
1171977,2.060250
1175977,2.024000
1179977,1.875750
1183978,1.961000
1187978,2.059500
1191978,2.059500
1195977,1.912750
1199993,1.849375
1203980,1.997375
1207979,1.979500
1211978,1.828500
1215977,1.907375
1219977,1.907375
1223977,2.030125
1227979,1.897250
1231978,1.814875
1235977,1.955375
1239977,1.963250
1243977,1.799125
1247978,1.799125
1251978,1.833625
1255978,1.959875
1259977,1.851750
1263977,1.744750
1267978,1.878625
1271978,1.878625
1275978,1.919250
1279977,1.752250
1283977,1.760500
1287976,1.919625
1291979,1.847125
1295978,1.724500
1299977,1.724500
1303977,1.849125
1307977,1.919750
1311977,1.771250
1315978,1.760125
1319976,1.918750
1323977,1.881750
1327975,1.881750
1331977,1.747125
1335977,1.855625
1339978,1.956625
1343977,1.806875
1347977,1.765375
1351977,1.933250
1355978,1.933250
1359978,1.917125
1363978,1.753375
1367977,1.818250
1371977,1.944375
1375977,1.826500
1379977,1.747125
1383975,1.747125
1387979,1.895000
1391977,1.905125
1395978,1.742500
1399977,1.790250
1403984,1.936125
1407978,1.829875
1411977,1.829875
1415977,1.724625
1419978,1.860875
1423979,1.899375
1427978,1.731750
1431977,1.746875
1435977,1.746875
1439977,1.900875
1443978,1.818375
1447978,1.682125
1451977,1.803125
1455977,1.884625
1459977,1.734750
1463978,1.734750
1467978,1.716625
1471978,1.878000
1475977,1.830750
1479975,1.681500
1483978,1.766750
1487978,1.865625
1491978,1.865625
1495977,1.734125
1499977,1.690375
1503977,1.844625
1507978,1.829375
1511978,1.676875
1515978,1.749375
1519977,1.749375
1523977,1.867625
1527978,1.740750
1531978,1.671250
1535978,1.824500
1539976,1.850500
1543976,1.695750
1547977,1.695750
1551978,1.724375
1555977,1.846375
1559977,1.752375
1563977,1.666000
1567977,1.797500
1571979,1.828000
1575978,1.828000
1579978,1.675125
1583977,1.699875
1587977,1.856750
1591977,1.772125
1595979,1.637750
1599978,1.637750
1603977,1.765875
1607983,1.849750
1611978,1.696000
1615978,1.674625
1619979,1.834375
1623978,1.789625
1627977,1.789625
1631977,1.637000
1635975,1.728500
1639979,1.837375
1643979,1.704000
1647977,1.665625
1651977,1.822000
1655977,1.822000
1659977,1.792875
1663978,1.632250
1667977,1.707875
1671977,1.843125
1675977,1.726250
1679978,1.647875
1683977,1.647875
1687977,1.810750
1691977,1.853250
1695976,1.704375
1699976,1.747000
1703978,1.893000
1707983,1.785375
1711977,1.785375
1715978,1.673125
1719977,1.838375
1723978,1.928000
1727978,1.784250
1731977,1.789750
1735977,1.789750
1739977,1.920500
1743978,1.814125
1747977,1.673500
1751978,1.787125
1755977,1.849250
1759977,1.676375
1763977,1.676375
1767978,1.637500
1771977,1.774875
1775976,1.707000
1779977,1.561625
1783977,1.681375
1787978,1.791500
1791978,1.791500
1795979,1.638750
1799977,1.579125
1803978,1.736250
1807993,1.738250
1811978,1.591000
1815978,1.650750
1819977,1.650750
1823977,1.759375
1827978,1.626500
1831976,1.520000
1835979,1.607750
1839978,1.630750
1843977,1.613000
1847977,1.613000
1851979,1.888250
1855978,2.298750
1859978,2.454875
1863975,2.642125
1867978,2.921500
1871977,2.801250
1875977,2.801250
1879978,2.157875
1883975,1.639500
1887977,1.578500
1891977,1.554500
1895978,1.493375
1899978,1.493375
1903978,1.612000
1907977,1.681125
1911983,1.538875
1915979,1.542500
1919979,1.717125
1923978,1.672875
1927977,1.672875
1931978,1.529250
1935977,1.631250
1939978,1.737875
1943978,1.600500
1947976,1.555625
1951977,1.716125
1955977,1.716125
1959977,1.710125
1963978,1.561750
1967978,1.637500
1971977,1.764125
1975977,1.647000
1979977,1.564750
1983977,1.564750
1987977,1.709250
1991977,1.739375
1995977,1.599000
1999989,1.653750
2003979,1.786625
2007979,1.687000
2011994,1.687000
2015978,1.587625
2019978,1.737000
2023978,1.791375
2027976,1.625125
2031979,1.636500
2035978,1.795875
2039977,1.795875
2043977,1.732625
2047978,1.609500
2051977,1.730250
2055976,1.827750
2059978,1.691375
2063977,1.691375
2067978,1.668875
2071978,1.817750
2075977,1.773250
2079977,1.630125
2083977,1.729250
2087977,1.834250
2091978,1.834250
2095978,1.689875
2099976,1.632125
2103976,1.773875
2107977,1.755875
2111984,1.603875
2115978,1.682125
2119975,1.682125
2123977,1.805625
2127977,1.675875
2131976,1.592125
2135978,1.736625
2139978,1.747250
2143976,1.579375
2147976,1.579375
2151977,1.609250
2155977,1.740625
2159977,1.638500
2163977,1.529875
2167977,1.663875
2171977,1.710000
2175978,1.710000
2179977,1.539125
2183977,1.539250
2187977,1.698625
2191977,1.631125
2195979,1.501500
2199977,1.501500
2203977,1.614000
2207976,1.688500
2211977,1.549125
2215977,1.538500
2219978,1.699625
2223978,1.663625
2227977,1.663625
2231978,1.523375
2235977,1.614000
2239978,1.713875
2243975,1.589500
2247978,1.559500
2251977,1.722250
2255975,1.722250
2259976,1.697625
2263978,1.533000
2267978,1.616250
2271976,1.751125
2275977,1.627375
2279977,1.533875
2283978,1.533875
2287978,1.682375
2291978,1.714250
2295976,1.559375
2299976,1.593625
2303976,1.728125
2307977,1.625375
2311977,1.625375
2315984,1.520375
2319977,1.668625
2323977,1.719750
2327978,1.547250
2331978,1.552500
2335977,1.708875
2339977,1.708875
2343974,1.643750
2347979,1.520250
2351977,1.639250
2355977,1.718625
2359976,1.565500
2363976,1.565500
2367976,1.538500
2371979,1.701750
2375977,1.671250
2379975,1.524125
2383977,1.603750
2387977,1.712250
2391977,1.712250
2395978,1.591875
2399978,1.543500
2403976,1.693375
2407974,1.674000
2411977,1.511500
2415993,1.583750
2419979,1.583750
2423977,1.724500
2427977,1.606375
2431977,1.517500
2435978,1.669500
2439975,1.696750
2443979,1.533500
2447977,1.533500
2451977,1.570125
2455978,1.718125
2459977,1.627000
2463977,1.527125
2467978,1.662250
2471977,1.709250
2475977,1.709250
2479978,1.554250
2483977,1.569625
2487976,1.717000
2491977,1.642875
2495977,1.517000
2499977,1.637875
2503977,1.637875
2507977,1.726875
2511976,1.576000
2515977,1.549625
2519977,1.717000
2523978,1.681625
2527977,1.681625
2531977,1.529000
2535977,1.622750
2539977,1.736750
2543978,1.604375
2547978,1.553250
2551977,1.712875
2555977,1.712875
2559976,1.695250
2563977,1.535250
2567977,1.610000
2571977,1.746375
2575976,1.629625
2579977,1.554500
2583976,1.554500
2587977,1.719250
2591977,1.756875
2595976,1.607000
2599978,1.650250
2603977,1.790250
2607978,1.687625
2611977,1.687625
2615978,1.599250
2619977,1.778125
2623976,1.855750
2627975,1.689125
2631979,1.669125
2635978,1.802375
2639976,1.802375
2643976,1.730125
2647976,1.594875
2651978,1.693625
2655977,1.759250
2659977,1.592875
2663976,1.592875
2667976,1.550625
2671977,1.695000
2675977,1.653500
2679976,1.512000
2683976,1.611375
2687976,1.707000
2691976,1.707000
2695977,1.566375
2699978,1.511750
2703976,1.671500
2707976,1.668500
2711976,1.514500
2715977,1.577500
2719977,1.577500
2723979,1.705750
2727977,1.565500
2731976,1.410375
2735976,1.516875
2739977,1.634750
2743976,1.690625
2747976,1.690625
2751976,1.989625
2755976,2.384625
2759976,2.581625
2763977,2.723875
2767976,2.820125
2771976,2.480125
2775976,2.480125
2779977,1.764125
2783977,1.413375
2787977,1.543125
2791976,1.562125
2795977,1.451625
2799975,1.557625
2803977,1.557625
2807977,1.655750
2811976,1.534250
2815985,1.539000
2819984,1.699875
2823998,1.643500
2827978,1.643500
2831979,1.482000
2835975,1.584125
2839978,1.718750
