timestamp_us,voltage,classification
0,2.593625,N
2066,2.642875,N
4167,2.669875,R
6272,2.645000,N
8378,2.645000,N
10486,2.519875,N
12587,2.290250,N
14696,2.076500,N
16804,1.889750,N
18907,1.768375,N
21013,1.707375,N
23116,1.707375,N
25221,1.682375,N
27331,1.608750,N
29432,1.506000,N
31537,1.458375,N
33641,1.444000,N
35752,1.473500,N
37849,1.473500,N
39955,1.524625,N
42061,1.567500,N
44166,1.525500,N
46272,1.482875,N
48379,1.465125,N
50488,1.468875,N
52588,1.468875,N
54692,1.507750,N
56796,1.562625,N
58900,1.597250,N
61008,1.549750,N
63110,1.516750,N
65215,1.492250,N
67324,1.492250,N
69425,1.493000,N
71531,1.532000,N
73636,1.587625,N
75749,1.602000,N
77844,1.534625,N
80003,1.504750,N
82055,1.504750,N
84161,1.489875,N
86267,1.511125,N
88370,1.563250,N
90483,1.620125,N
92582,1.608375,N
94686,1.608375,N
96792,1.535125,N
98897,1.509625,N
101003,1.501375,N
103105,1.531125,N
105211,1.584375,N
107319,1.633000,N
109420,1.633000,N
111528,1.606125,N
113630,1.562125,N
115743,1.541125,N
117839,1.535625,N
119945,1.567250,N
122051,1.617875,N
124155,1.617875,N
126262,1.654625,N
128365,1.611375,N
130474,1.576125,N
132577,1.553500,N
134681,1.553500,N
136786,1.590375,N
138890,1.590375,N
140999,1.644375,N
143103,1.664875,N
145205,1.598625,N
147310,1.565875,N
149415,1.551625,N
151523,1.572375,N
153630,1.572375,N
155731,1.621625,N
157836,1.678625,N
159942,1.680750,N
162046,1.626125,N
164152,1.606250,N
166256,1.596125,N
168361,1.596125,N
170464,1.619250,N
172571,1.665375,N
174674,1.712250,N
176779,1.682500,N
178887,1.620125,N
181073,1.599500,N
183185,1.599500,N
185284,1.597250,N
187390,1.632000,N
189497,1.689250,N
191598,1.741250,N
193703,1.707000,N
195810,1.669375,N
197914,1.669375,N
200018,1.652125,N
202126,1.652875,N
204231,1.691000,N
206335,1.752125,N
208437,1.792000,N
210546,1.759500,N
212647,1.759500,N
214754,1.743375,N
216856,1.729625,N
218967,1.739000,N
221068,1.780000,N
223171,1.833250,N
225277,1.835125,N
227385,1.835125,N
229487,1.746750,N
231590,1.712375,N
233695,1.702125,N
235802,1.732000,N
237905,1.788250,N
240012,1.844875,N
242114,1.844875,N
244225,1.830125,N
246331,1.769375,N
248430,1.748250,N
250540,1.740500,N
252642,1.767625,N
254748,1.815125,N
256849,1.815125,N
258959,1.855875,N
261063,1.812250,N
263169,1.754875,N
265273,1.724375,N
267381,1.713375,N
269483,1.742125,N
271588,1.742125,N
273687,1.791125,N
275802,1.821125,N
277903,1.765500,N
280008,1.717000,N
282144,1.677375,N
284224,1.663875,N
286327,1.663875,N
288428,1.684875,N
290534,1.723875,N
292639,1.730750,N
294747,1.665750,N
296844,1.629750,N
298954,1.601750,N
301059,1.601750,N
303164,1.602750,N
305269,1.634500,N
307378,1.677875,N
309479,1.668125,N
311583,1.607375,N
313688,1.607375,N
315794,1.576625,N
317897,1.554000,N
320004,1.569000,N
322106,1.610250,N
324216,1.653250,N
326323,1.629125,N
328422,1.629125,N
330529,1.582750,N
332633,1.560500,N
334739,1.550625,N
336843,1.575000,N
338948,1.622500,N
341054,1.659250,N
343159,1.659250,N
345260,1.592125,N
347369,1.540750,N
349473,1.521375,N
351578,1.527250,N
353683,1.568125,N
355790,1.625625,N
357893,1.625625,N
359999,1.653500,N
362102,1.599625,N
364211,1.570250,N
366317,1.550875,N
368417,1.560875,N
370556,1.601875,N
372628,1.601875,N
374734,1.654625,N
376836,1.662000,N
378942,1.608875,N
381049,1.584625,N
383183,1.567750,N
385260,1.583875,N
387367,1.583875,N
389467,1.624250,N
391574,1.669375,N
393677,1.647875,N
395783,1.592750,N
397887,1.567875,N
399993,1.556375,N
402103,1.556375,N
404208,1.583000,N
406313,1.633000,N
408416,1.676125,N
410558,1.639875,N
412626,1.598250,N
414737,1.578125,N
416836,1.578125,N
418940,1.575125,N
421050,1.607500,N
423152,1.656125,N
425255,1.681875,N
427387,1.614875,N
429472,1.574250,N
431572,1.574250,N
433676,1.551875,N
435780,1.559750,N
437886,1.602000,N
439989,1.658375,N
442096,1.671250,N
444201,1.598000,N
446307,1.598000,N
448411,1.566875,N
450541,1.552000,N
452621,1.570250,N
454733,1.616500,N
456832,1.667625,N
458936,1.658875,N
461045,1.658875,N
463147,1.599375,N
465250,1.574125,N
467382,1.559625,N
469467,1.581625,N
471567,1.627500,N
473672,1.671500,N
475773,1.671500,N
477879,1.640375,N
479984,1.594250,N
482089,1.573125,N
484263,1.563875,N
486226,1.591375,N
488321,1.591375,N
490425,1.643125,N
492531,1.683250,N
494637,1.647250,N
496740,1.614250,N
498847,1.585250,N
500951,1.575125,N
503057,1.575125,N
505160,1.602625,N
507288,1.649625,N
509371,1.662000,N
511479,1.576250,N
513580,1.541000,N
515685,1.529500,N
517791,1.529500,N
519895,1.552750,N
521999,1.604000,N
524102,1.662125,N
526212,1.671125,N
528318,1.624875,N
530422,1.597625,N
532525,1.597625,N
534631,1.571750,N
536734,1.580375,N
538842,1.620375,N
540946,1.669875,N
543051,1.650375,N
545155,1.598500,N
547261,1.598500,N
549366,1.578375,N
551474,1.572500,N
553575,1.603500,N
555677,1.649625,N
557789,1.683875,N
559892,1.646500,N
561996,1.646500,N
564103,1.606875,N
566216,1.579000,N
568313,1.567625,N
570417,1.594250,N
572522,1.643125,N
574627,1.669625,N
576735,1.669625,N
578838,1.613250,N
580942,1.580875,N
583049,1.561125,N
585204,1.569875,N
587343,1.613000,N
589451,1.667375,N
591549,1.667375,N
593649,1.675625,N
595759,1.603625,N
597867,1.572000,N
599977,1.556375,N
602077,1.577250,N
604181,1.628250,N
606288,1.628250,N
608391,1.686000,N
610500,1.680250,N
612604,1.630750,N
614710,1.604750,N
616812,1.587125,N
618916,1.605375,N
621012,1.605375,N
623125,1.648500,N
625232,1.688250,N
627338,1.654500,N
629446,1.612250,N
631547,1.589250,N
633651,1.583250,N
635756,1.583250,N
637861,1.616875,N
639971,1.670875,N
642072,1.704250,N
644176,1.651500,N
646282,1.612500,N
648386,1.587500,N
650490,1.587500,N
652598,1.591375,N
654704,1.633000,N
656807,1.687500,N
658917,1.705500,N
661017,1.651000,N
663120,1.616750,N
665227,1.616750,N
667332,1.590125,N
669442,1.598750,N
671542,1.640625,N
