timestamp_us,voltage,classification
0,1.827750,N
2034,1.794875,N
4131,1.734125,N
6238,1.734125,N
8343,1.713375,N
10447,1.709375,N
12554,1.729375,N
14660,1.805250,N
16770,1.824500,N
18872,1.781750,N
20977,1.781750,N
23082,1.727250,N
25184,1.719375,N
27292,1.738500,N
29397,1.807500,N
31504,1.872250,N
33605,1.862875,N
35712,1.862875,N
37817,1.797375,N
39922,1.736125,N
42026,1.724375,N
44133,1.731875,N
46237,1.797375,N
48341,1.838500,N
50446,1.838500,N
52550,1.808000,N
54656,1.731125,N
56762,1.675750,N
58867,1.670375,N
60972,1.702250,N
63077,1.774000,N
65182,1.774000,N
67287,1.793375,N
69392,1.740375,N
71497,1.654875,N
73603,1.608125,N
75706,1.606250,N
77809,1.606250,N
79918,1.638375,N
82022,1.700000,N
84127,1.701250,N
86231,1.639625,N
88337,1.561125,N
90442,1.530875,N
92545,1.530875,N
94652,1.525750,N
96757,1.554875,N
98868,1.613625,N
100967,1.612250,N
103072,1.554875,N
105174,1.495000,N
107278,1.495000,N
109388,1.483250,N
111493,1.482875,N
113598,1.538875,N
115701,1.590875,N
117806,1.576000,N
119914,1.513250,N
122018,1.513250,N
124128,1.465375,N
126230,1.464500,N
128333,1.489125,N
130437,1.566125,N
132543,1.603250,N
134647,1.568375,N
136751,1.568375,N
138858,1.495750,N
140963,1.453375,N
143069,1.446250,N
145173,1.426500,N
147278,1.492625,N
149383,1.530000,N
151490,1.530000,N
153591,1.509000,N
155699,1.462375,N
157802,1.451375,N
159908,1.466625,N
162015,1.510000,N
164117,1.579875,N
166223,1.579875,N
168329,1.587750,N
170433,1.536500,N
172538,1.474250,N
174646,1.462500,N
176749,1.440375,N
178852,1.467750,N
180960,1.467750,N
183064,1.537375,N
185168,1.550875,N
187283,1.511500,N
189379,1.474250,N
191485,1.482500,N
193585,1.513375,N
195695,1.513375,N
197796,1.593625,N
199906,1.640375,N
202009,1.614250,N
204112,1.545625,N
206217,1.500500,N
208322,1.504875,N
210430,1.504875,N
212532,1.545125,N
214637,1.624750,N
216741,1.652125,N
218843,1.610875,N
220953,1.540000,N
223058,1.540000,N
225162,1.506875,N
227268,1.503125,N
229373,1.510625,N
231479,1.579250,N
233582,1.600750,N
235688,1.561250,N
237793,1.561250,N
239897,1.502250,N
242002,1.487375,N
244108,1.510625,N
246211,1.580000,N
248318,1.647500,N
250429,1.640875,N
252528,1.640875,N
